customer_id,default_probability
CUST02563,0.957
CUST02564,0.9712
CUST02565,0.9434
CUST02566,0.9893
CUST02567,0.0743
CUST02568,0.0757
CUST02569,0.9432
CUST02570,0.9588
CUST02571,0.9489
CUST02572,0.9509
CUST02573,0.9714
CUST02574,0.1097
CUST02575,0.9476
CUST02576,0.0862
CUST02577,0.9426
CUST02578,0.1184
CUST02579,0.1163
CUST02580,0.9967
CUST02581,0.965
CUST02582,0.9704
CUST02583,0.952
CUST02584,0.9394
CUST02585,0.9648
CUST02586,1.0
CUST02587,0.953
CUST02588,0.9586
CUST02589,0.9453
CUST02590,0.9559
CUST02591,0.114
CUST02592,0.9464
CUST02593,0.961
CUST02594,0.9422
CUST02595,0.956
CUST02596,0.9568
CUST02597,0.9392
CUST02598,0.9507
CUST02599,0.9644
CUST02600,0.9511
CUST02601,0.9542
CUST02602,0.0925
CUST02603,0.95
CUST02604,0.956
CUST02605,0.0535
CUST02606,0.965
CUST02607,0.0707
CUST02608,0.96
CUST02609,0.9482
CUST02610,0.9495
CUST02611,0.9738
CUST02612,0.9657
CUST02613,0.0569
CUST02614,0.0964
CUST02615,0.9468
CUST02616,0.9971
CUST02617,0.9685
CUST02618,0.9383
CUST02619,0.9965
CUST02620,0.1002
CUST02621,0.9534
CUST02622,0.9977
CUST02623,0.9538
CUST02624,0.0784
CUST02625,0.9563
CUST02626,0.1145
CUST02627,0.9535
CUST02628,0.9595
CUST02629,0.9502
CUST02630,0.9529
CUST02631,0.9526
CUST02632,0.9684
CUST02633,0.0951
CUST02634,0.9718
CUST02635,0.9495
CUST02636,0.1035
CUST02637,0.9598
CUST02638,0.0811
CUST02639,0.9596
CUST02640,0.1147
CUST02641,0.9624
CUST02642,0.9606
CUST02643,0.0711
CUST02644,0.9604
CUST02645,0.9641
CUST02646,0.9698
CUST02647,0.07
CUST02648,0.9691
CUST02649,0.9712
CUST02650,0.1092
CUST02651,0.099
CUST02652,0.9627
CUST02653,0.0654
CUST02654,0.9651
CUST02655,0.9593
CUST02656,0.9673
CUST02657,0.9605
CUST02658,0.9482
CUST02659,0.114
CUST02660,0.9535
CUST02661,0.0914
CUST02662,0.9599
CUST02663,0.9589
CUST02664,0.9518
CUST02665,0.1017
CUST02666,0.97
CUST02667,0.0893
CUST02668,0.9592
CUST02669,0.9569
CUST02670,0.0742
CUST02671,0.93
CUST02672,0.9612
CUST02673,0.9574
CUST02674,0.1146
CUST02675,0.1229
CUST02676,0.0744
CUST02677,0.0751
CUST02678,0.0958
CUST02679,0.9545
CUST02680,0.9601
CUST02681,0.9359
CUST02682,0.1066
CUST02683,0.9442
CUST02684,0.9609
CUST02685,0.0937
CUST02686,0.9607
CUST02687,0.9469
CUST02688,0.959
CUST02689,0.9579
CUST02690,0.9671
CUST02691,0.9567
CUST02692,0.106
CUST02693,0.929
CUST02694,0.96
CUST02695,0.073
CUST02696,0.9579
CUST02697,0.9569
CUST02698,0.0665
CUST02699,0.9503
CUST02700,0.962
CUST02701,0.9985
CUST02702,0.0867
CUST02703,0.129
CUST02704,0.0979
CUST02705,0.9603
CUST02706,0.9631
CUST02707,0.9587
CUST02708,0.1151
CUST02709,0.9991
CUST02710,0.9578
CUST02711,0.9563
CUST02712,0.0896
CUST02713,0.9434
CUST02714,0.963
CUST02715,0.9671
CUST02716,0.9514
CUST02717,0.9426
CUST02718,0.0891
CUST02719,0.0757
CUST02720,0.9571
CUST02721,0.9457
CUST02722,0.9581
CUST02723,0.958
CUST02724,0.9592
CUST02725,0.9483
CUST02726,0.9576
CUST02727,0.9468
CUST02728,0.9973
CUST02729,0.1195
CUST02730,0.0795
CUST02731,0.0881
CUST02732,0.9954
CUST02733,0.9593
CUST02734,0.934
CUST02735,0.9573
CUST02736,0.9598
CUST02737,0.0841
CUST02738,0.9285
CUST02739,0.995
CUST02740,0.9563
CUST02741,0.9465
CUST02742,0.9419
CUST02743,0.9649
CUST02744,0.965
CUST02745,0.9555
CUST02746,0.9613
CUST02747,0.96
CUST02748,0.9163
CUST02749,0.0947
CUST02750,0.9512
CUST02751,0.9933
CUST02752,0.1171
CUST02753,0.9543
CUST02754,0.0668
CUST02755,0.9509
CUST02756,0.9595
CUST02757,0.1014
CUST02758,0.997
CUST02759,0.9974
CUST02760,0.9575
CUST02761,0.9582
CUST02762,0.0809
CUST02763,0.9561
CUST02764,0.9579
CUST02765,0.9827
CUST02766,0.0821
CUST02767,0.9622
CUST02768,0.0811
CUST02769,0.0686
CUST02770,0.9637
CUST02771,0.9615
CUST02772,0.9423
CUST02773,0.9616
CUST02774,0.1305
CUST02775,0.9459
CUST02776,0.1113
CUST02777,0.9352
CUST02778,0.9605
CUST02779,0.9967
CUST02780,0.1702
CUST02781,0.0938
CUST02782,0.0776
CUST02783,0.9599
CUST02784,0.9624
CUST02785,0.9508
CUST02786,0.0661
CUST02787,0.1182
CUST02788,0.9714
CUST02789,0.082
CUST02790,0.9425
CUST02791,0.0972
CUST02792,0.067
CUST02793,0.0662
CUST02794,0.9531
CUST02795,0.9587
CUST02796,0.9513
CUST02797,0.953
CUST02798,0.1076
CUST02799,0.9581
CUST02800,0.1186
CUST02801,0.9402
CUST02802,0.996
CUST02803,0.0742
CUST02804,0.1216
CUST02805,0.9621
CUST02806,0.949
CUST02807,0.9551
CUST02808,0.9573
CUST02809,0.0839
CUST02810,0.9551
CUST02811,0.9426
CUST02812,0.9487
CUST02813,0.957
CUST02814,0.9605
CUST02815,0.9686
CUST02816,0.9913
CUST02817,0.995
CUST02818,0.9656
CUST02819,0.0808
CUST02820,0.9456
CUST02821,0.9562
CUST02822,0.9674
CUST02823,0.9532
CUST02824,0.099
CUST02825,0.9645
CUST02826,0.0996
CUST02827,0.9583
CUST02828,0.9685
CUST02829,0.1063
CUST02830,0.1006
CUST02831,0.0845
CUST02832,0.9474
CUST02833,0.9672
CUST02834,0.0859
CUST02835,0.9495
CUST02836,0.9568
CUST02837,0.9549
CUST02838,0.1067
CUST02839,0.1062
CUST02840,0.1353
CUST02841,0.0812
CUST02842,0.9929
CUST02843,0.9564
CUST02844,0.9524
CUST02845,0.0829
CUST02846,0.9596
CUST02847,0.9645
CUST02848,0.9566
CUST02849,0.9729
CUST02850,0.9443
CUST02851,0.9616
CUST02852,0.995
CUST02853,0.1192
CUST02854,0.082
CUST02855,0.9578
CUST02856,0.9622
CUST02857,0.9954
CUST02858,0.9559
CUST02859,0.9567
CUST02860,0.9538
CUST02861,0.0838
CUST02862,0.9642
CUST02863,0.9555
CUST02864,0.9548
CUST02865,0.9605
CUST02866,0.0538
CUST02867,0.9472
CUST02868,0.0532
CUST02869,0.0839
CUST02870,0.9989
CUST02871,0.9376
CUST02872,0.9746
CUST02873,0.9506
CUST02874,0.9569
CUST02875,0.9476
CUST02876,0.9973
CUST02877,0.9569
CUST02878,0.9518
CUST02879,0.961
CUST02880,0.9485
CUST02881,0.9574
CUST02882,0.9959
CUST02883,0.9964
CUST02884,0.9507
CUST02885,0.9492
CUST02886,0.9516
CUST02887,0.9563
CUST02888,0.9601
CUST02889,0.9538
CUST02890,0.9567
CUST02891,0.9976
CUST02892,0.1139
CUST02893,0.959
CUST02894,0.0868
CUST02895,0.951
CUST02896,0.961
CUST02897,0.0614
CUST02898,0.9588
CUST02899,0.9619
CUST02900,0.0929
CUST02901,0.963
CUST02902,0.9961
CUST02903,0.9477
CUST02904,0.9598
CUST02905,0.9526
CUST02906,0.9545
CUST02907,0.9527
CUST02908,0.1108
CUST02909,0.953
CUST02910,0.118
CUST02911,0.9694
CUST02912,0.9559
CUST02913,0.9968
CUST02914,0.1135
CUST02915,0.9597
CUST02916,0.0985
CUST02917,0.957
CUST02918,0.0984
CUST02919,0.9961
CUST02920,0.9663
CUST02921,0.9444
CUST02922,0.9581
CUST02923,0.9549
CUST02924,0.9677
CUST02925,0.9568
CUST02926,0.955
CUST02927,0.9969
CUST02928,0.9542
CUST02929,0.9473
CUST02930,0.0892
CUST02931,0.955
CUST02932,0.9447
CUST02933,0.9527
CUST02934,0.9691
CUST02935,0.9402
CUST02936,0.9633
CUST02937,0.9483
CUST02938,0.9536
CUST02939,0.9752
CUST02940,0.0845
CUST02941,0.953
CUST02942,0.9486
CUST02943,0.9681
CUST02944,0.9622
CUST02945,0.9858
CUST02946,0.1311
CUST02947,0.1013
CUST02948,0.9656
CUST02949,0.9605
CUST02950,0.953
CUST02951,0.9624
CUST02952,0.949
CUST02953,0.9961
CUST02954,0.0863
CUST02955,0.9659
CUST02956,0.9587
CUST02957,0.0711
CUST02958,0.8807
CUST02959,0.9545
CUST02960,0.1161
CUST02961,0.0594
CUST02962,0.9962
CUST02963,0.0881
CUST02964,0.1032
CUST02965,0.9543
CUST02966,0.9529
CUST02967,0.9542
CUST02968,0.9524
CUST02969,0.0791
CUST02970,0.9684
CUST02971,0.0911
CUST02972,0.0684
CUST02973,0.1048
CUST02974,0.9362
CUST02975,0.9481
CUST02976,0.9646
CUST02977,0.9575
CUST02978,0.0789
CUST02979,0.0853
CUST02980,0.0865
CUST02981,0.954
CUST02982,0.9462
CUST02983,0.9627
CUST02984,0.1225
CUST02985,0.0897
CUST02986,0.9596
CUST02987,0.9572
CUST02988,0.1118
CUST02989,0.9621
CUST02990,0.9451
CUST02991,0.111
CUST02992,0.9503
CUST02993,0.0612
CUST02994,0.9963
CUST02995,0.089
CUST02996,0.0823
CUST02997,0.9614
CUST02998,0.0988
CUST02999,0.0715
CUST03000,0.9571
CUST03001,0.0826
CUST03002,0.9973
CUST03003,0.9556
CUST03004,0.9498
CUST03005,0.945
CUST03006,0.0957
CUST03007,0.1389
CUST03008,0.965
CUST03009,0.1262
CUST03010,0.9479
CUST03011,0.9726
CUST03012,0.9553
CUST03013,0.9538
CUST03014,0.9619
CUST03015,0.969
CUST03016,0.9124
CUST03017,0.9441
CUST03018,0.0772
CUST03019,0.0877
CUST03020,0.0945
CUST03021,0.9498
CUST03022,0.0869
CUST03023,0.9675
CUST03024,0.0877
CUST03025,0.9659
CUST03026,0.9683
CUST03027,0.9548
CUST03028,0.9433
CUST03029,0.9593
CUST03030,0.9502
CUST03031,0.099
CUST03032,0.9665
CUST03033,0.9675
CUST03034,0.9386
CUST03035,0.9921
CUST03036,0.0747
CUST03037,0.136
CUST03038,0.954
CUST03039,0.0768
CUST03040,0.9658
CUST03041,0.9693
CUST03042,0.9606
CUST03043,0.0587
CUST03044,0.9605
CUST03045,0.9984
CUST03046,0.9537
CUST03047,0.0732
CUST03048,0.099
CUST03049,0.1446
CUST03050,0.088
CUST03051,0.9603
CUST03052,0.0915
CUST03053,0.9379
CUST03054,0.9608
CUST03055,0.9552
CUST03056,0.9522
CUST03057,0.9517
CUST03058,0.9542
CUST03059,0.9573
CUST03060,0.9511
CUST03061,0.9517
CUST03062,0.9631
CUST03063,0.948
CUST03064,0.9514
CUST03065,0.0768
CUST03066,0.119
CUST03067,0.9526
CUST03068,0.9946
CUST03069,0.9979
CUST03070,0.9507
CUST03071,0.9539
CUST03072,0.9428
CUST03073,0.9528
CUST03074,0.9518
CUST03075,0.9479
CUST03076,0.9444
CUST03077,0.9655
CUST03078,0.0807
CUST03079,0.0937
CUST03080,0.9534
CUST03081,0.9508
CUST03082,0.0869
CUST03083,0.9484
CUST03084,0.0893
CUST03085,0.9621
CUST03086,0.9419
CUST03087,0.9592
CUST03088,0.9659
CUST03089,0.9647
CUST03090,0.9215
CUST03091,0.9506
CUST03092,0.9333
CUST03093,0.9613
CUST03094,0.0834
CUST03095,0.9641
CUST03096,0.9475
CUST03097,0.9542
CUST03098,0.9557
CUST03099,0.9971
CUST03100,0.9423
CUST03101,0.9487
CUST03102,0.0978
CUST03103,0.9667
CUST03104,0.9509
CUST03105,0.0664
CUST03106,0.9608
CUST03107,0.1405
CUST03108,0.0826
CUST03109,0.9546
CUST03110,0.957
CUST03111,0.9424
CUST03112,0.9543
CUST03113,0.9456
CUST03114,0.9034
CUST03115,0.9467
CUST03116,0.9625
CUST03117,0.9425
CUST03118,0.9657
CUST03119,0.9571
CUST03120,0.9588
CUST03121,0.9537
CUST03122,0.9501
CUST03123,0.9591
CUST03124,0.9606
CUST03125,0.947
CUST03126,0.9517
CUST03127,0.0841
CUST03128,0.9499
CUST03129,0.9513
CUST03130,0.0588
CUST03131,0.9676
CUST03132,0.955
CUST03133,0.9419
CUST03134,0.9476
CUST03135,0.954
CUST03136,0.0965
CUST03137,0.9965
CUST03138,0.9591
CUST03139,0.9619
CUST03140,0.9655
CUST03141,0.127
CUST03142,0.1203
CUST03143,0.9519
CUST03144,0.9416
CUST03145,0.9384
CUST03146,0.092
CUST03147,0.9638
CUST03148,0.1198
CUST03149,0.0715
CUST03150,0.9494
CUST03151,0.9603
CUST03152,0.0989
CUST03153,0.9613
CUST03154,0.9483
CUST03155,0.954
CUST03156,0.0996
CUST03157,0.0577
CUST03158,0.9621
CUST03159,0.9457
CUST03160,0.1097
CUST03161,0.9532
CUST03162,0.1028
CUST03163,0.9523
CUST03164,0.9955
CUST03165,0.9484
CUST03166,0.9453
CUST03167,0.9428
CUST03168,0.1228
CUST03169,0.0749
CUST03170,0.0593
CUST03171,0.9496
CUST03172,0.0811
CUST03173,0.9467
CUST03174,0.9368
CUST03175,0.9633
CUST03176,0.972
CUST03177,0.1193
CUST03178,0.0831
CUST03179,0.0871
CUST03180,0.1312
CUST03181,0.9976
CUST03182,0.9691
CUST03183,0.9916
CUST03184,0.957
CUST03185,0.9614
CUST03186,0.0778
CUST03187,0.1214
CUST03188,0.0902
CUST03189,0.0905
CUST03190,0.9616
CUST03191,0.1002
CUST03192,0.9607
CUST03193,0.9609
CUST03194,0.9936
CUST03195,0.9472
CUST03196,0.956
CUST03197,0.1208
CUST03198,0.082
CUST03199,0.9599
CUST03200,0.1046
CUST03201,0.1067
CUST03202,0.9348
CUST03203,0.9945
CUST03204,0.9427
CUST03205,0.9491
CUST03206,0.0916
CUST03207,0.9697
CUST03208,0.1163
CUST03209,0.9562
CUST03210,0.0913
CUST03211,0.955
CUST03212,0.9556
CUST03213,0.9645
CUST03214,0.0985
CUST03215,0.9587
CUST03216,0.9533
CUST03217,0.1255
CUST03218,0.9549
CUST03219,0.9614
CUST03220,0.9558
CUST03221,0.9524
CUST03222,0.952
CUST03223,0.9586
CUST03224,0.1156
CUST03225,0.9063
CUST03226,0.1247
CUST03227,0.9642
CUST03228,0.9948
CUST03229,0.1016
CUST03230,0.9533
CUST03231,0.0831
CUST03232,0.967
CUST03233,0.961
CUST03234,0.9438
CUST03235,0.1211
CUST03236,0.1078
CUST03237,0.1105
CUST03238,0.0767
CUST03239,0.0944
CUST03240,0.9656
CUST03241,0.9645
CUST03242,0.9455
CUST03243,0.9457
CUST03244,0.9465
CUST03245,0.0793
CUST03246,0.9603
CUST03247,0.9549
CUST03248,0.082
CUST03249,0.9979
CUST03250,0.9508
CUST03251,0.9665
CUST03252,0.0906
CUST03253,0.9657
CUST03254,0.9459
CUST03255,0.9346
CUST03256,0.9743
CUST03257,0.9588
CUST03258,0.9983
CUST03259,0.138
CUST03260,0.9395
CUST03261,0.9576
CUST03262,0.9334
CUST03263,0.1014
CUST03264,0.952
CUST03265,0.9368
CUST03266,0.9562
CUST03267,0.963
CUST03268,0.9556
CUST03269,0.955
CUST03270,0.1162
CUST03271,0.9599
CUST03272,0.1073
CUST03273,0.9628
CUST03274,0.9726
CUST03275,0.9724
CUST03276,0.9593
CUST03277,0.9595
CUST03278,0.9462
CUST03279,0.9532
CUST03280,0.9529
CUST03281,0.0761
CUST03282,0.9934
CUST03283,0.9747
CUST03284,0.9641
CUST03285,0.9446
CUST03286,0.0842
CUST03287,0.1003
CUST03288,0.9469
CUST03289,0.9534
CUST03290,0.9642
CUST03291,0.9983
CUST03292,0.1208
CUST03293,0.1377
CUST03294,0.9629
CUST03295,0.0906
CUST03296,0.9602
CUST03297,0.0688
CUST03298,0.9611
CUST03299,0.0951
CUST03300,0.9546
CUST03301,0.9486
CUST03302,0.9571
CUST03303,0.1018
CUST03304,0.1012
CUST03305,0.9617
CUST03306,0.9372
CUST03307,0.9439
CUST03308,0.9546
CUST03309,0.9691
CUST03310,0.0812
CUST03311,0.109
CUST03312,0.9653
CUST03313,0.0614
CUST03314,0.9524
CUST03315,0.9587
CUST03316,0.9633
CUST03317,0.9554
CUST03318,0.9966
CUST03319,0.9591
CUST03320,0.9551
CUST03321,0.0912
CUST03322,0.9469
CUST03323,0.9933
CUST03324,0.1151
CUST03325,0.9526
CUST03326,0.9501
CUST03327,0.0594
CUST03328,0.9629
CUST03329,0.9634
CUST03330,0.1031
CUST03331,0.0768
CUST03332,0.1175
CUST03333,0.9602
CUST03334,0.9495
CUST03335,0.105
CUST03336,0.1171
CUST03337,0.9553
CUST03338,0.9641
CUST03339,0.9923
CUST03340,0.9581
CUST03341,0.9335
CUST03342,0.119
CUST03343,0.9488
CUST03344,0.0826
CUST03345,0.9499
CUST03346,0.9544
CUST03347,0.9595
CUST03348,0.11
CUST03349,0.9551
CUST03350,0.9533
CUST03351,0.9616
CUST03352,0.9656
CUST03353,0.9601
CUST03354,0.9535
CUST03355,0.9586
CUST03356,0.9377
CUST03357,0.0908
CUST03358,0.9816
CUST03359,0.9717
CUST03360,0.9564
CUST03361,0.9573
CUST03362,0.97
CUST03363,0.9405
CUST03364,0.0854
CUST03365,0.9448
CUST03366,0.0884
CUST03367,0.133
CUST03368,0.9519
CUST03369,0.9487
CUST03370,0.0715
CUST03371,0.0849
CUST03372,0.9663
CUST03373,0.9595
CUST03374,0.9615
CUST03375,0.9313
CUST03376,0.9597
CUST03377,0.9566
CUST03378,0.9523
CUST03379,0.9691
CUST03380,0.9537
CUST03381,0.9517
CUST03382,0.9456
CUST03383,0.9508
CUST03384,0.9974
CUST03385,0.9462
CUST03386,0.0902
CUST03387,0.9393
CUST03388,0.0844
CUST03389,0.0847
CUST03390,0.9566
CUST03391,0.1135
CUST03392,0.962
CUST03393,0.0786
CUST03394,0.954
CUST03395,0.0888
CUST03396,0.0867
CUST03397,0.0868
CUST03398,0.1124
CUST03399,0.963
CUST03400,0.0592
CUST03401,0.9544
CUST03402,0.9625
CUST03403,0.0843
CUST03404,0.9578
CUST03405,0.0924
CUST03406,0.9541
CUST03407,0.0763
CUST03408,0.1121
CUST03409,0.0981
CUST03410,0.0915
CUST03411,0.9965
CUST03412,0.0705
CUST03413,0.0538
CUST03414,0.0928
CUST03415,0.9546
CUST03416,0.9539
CUST03417,0.9546
CUST03418,0.0695
CUST03419,0.9407
CUST03420,0.0853
CUST03421,0.109
CUST03422,0.9635
CUST03423,0.0988
CUST03424,0.9635
CUST03425,0.9656
CUST03426,0.9957
CUST03427,0.9622
CUST03428,0.0689
CUST03429,0.9611
CUST03430,0.9596
CUST03431,0.9561
CUST03432,0.096
CUST03433,0.9604
CUST03434,0.0805
CUST03435,0.957
CUST03436,0.9552
CUST03437,0.0658
CUST03438,0.9555
CUST03439,0.9621
CUST03440,0.12
CUST03441,0.122
CUST03442,0.9555
CUST03443,0.9556
CUST03444,0.9974
CUST03445,0.9282
CUST03446,0.9581
CUST03447,0.0739
CUST03448,0.0889
CUST03449,0.956
CUST03450,0.9602
CUST03451,0.0822
CUST03452,0.101
CUST03453,0.0976
CUST03454,0.098
CUST03455,0.9643
CUST03456,0.073
CUST03457,0.1126
CUST03458,0.9569
CUST03459,0.9959
CUST03460,0.9589
CUST03461,0.9664
CUST03462,0.1031
CUST03463,0.95
CUST03464,0.0502
CUST03465,0.9988
CUST03466,0.9543
CUST03467,0.9479
CUST03468,0.9565
CUST03469,0.9484
CUST03470,0.9694
CUST03471,0.96
CUST03472,0.9973
CUST03473,0.9498
CUST03474,0.9465
CUST03475,0.9498
CUST03476,0.9584
CUST03477,0.0933
CUST03478,0.0762
CUST03479,0.1139
CUST03480,0.9498
CUST03481,0.1057
CUST03482,0.9512
CUST03483,0.9544
CUST03484,0.969
CUST03485,0.9933
CUST03486,0.9781
CUST03487,0.0939
CUST03488,0.1067
CUST03489,0.9607
CUST03490,0.955
CUST03491,0.9722
CUST03492,0.9484
CUST03493,0.0886
CUST03494,0.9961
CUST03495,0.9559
CUST03496,0.1209
CUST03497,0.9637
CUST03498,0.9632
CUST03499,0.0998
CUST03500,0.9432
CUST03501,0.9584
CUST03502,0.0822
CUST03503,0.8898
CUST03504,0.9408
CUST03505,0.9532
CUST03506,0.9607
CUST03507,0.9553
CUST03508,0.9647
CUST03509,0.9643
CUST03510,0.097
CUST03511,0.9624
CUST03512,0.9504
CUST03513,0.9587
CUST03514,0.1031
CUST03515,0.1696
CUST03516,0.9491
CUST03517,0.9492
CUST03518,0.9468
CUST03519,0.9562
CUST03520,0.0916
CUST03521,0.104
CUST03522,0.0948
CUST03523,0.943
CUST03524,0.0869
CUST03525,0.9577
CUST03526,0.9669
CUST03527,0.0805
CUST03528,0.9598
CUST03529,0.9512
CUST03530,0.9647
CUST03531,0.1131
CUST03532,0.9627
CUST03533,0.9976
CUST03534,0.957
CUST03535,0.9557
CUST03536,0.9989
CUST03537,0.0753
CUST03538,0.0874
CUST03539,0.9646
CUST03540,0.9572
CUST03541,0.9561
CUST03542,0.9516
CUST03543,0.9601
CUST03544,0.1125
CUST03545,0.1017
CUST03546,0.974
CUST03547,0.1044
CUST03548,0.9468
CUST03549,0.9481
CUST03550,0.9483
CUST03551,0.0906
CUST03552,0.9656
CUST03553,0.0957
CUST03554,0.9644
CUST03555,0.962
CUST03556,0.0638
CUST03557,0.9536
CUST03558,0.9973
CUST03559,0.9567
CUST03560,0.9974
CUST03561,0.0968
CUST03562,0.9461
CUST03563,0.941
CUST03564,0.9697
CUST03565,0.9501
CUST03566,0.9573
CUST03567,0.1
CUST03568,0.9608
CUST03569,0.9796
CUST03570,0.967
CUST03571,0.9546
CUST03572,0.9565
CUST03573,0.9515
CUST03574,0.9467
CUST03575,0.9609
CUST03576,0.967
CUST03577,0.083
CUST03578,0.9612
CUST03579,0.1046
CUST03580,0.9558
CUST03581,0.9534
CUST03582,0.9447
CUST03583,0.9621
CUST03584,0.9588
CUST03585,0.9535
CUST03586,0.955
CUST03587,0.1006
CUST03588,0.9595
CUST03589,0.9575
CUST03590,0.9679
CUST03591,0.9507
CUST03592,0.957
CUST03593,0.9642
CUST03594,0.9715
CUST03595,0.9659
CUST03596,0.9637
CUST03597,0.0704
CUST03598,0.9403
CUST03599,0.9511
CUST03600,0.9537
CUST03601,0.946
CUST03602,0.9423
CUST03603,0.1021
CUST03604,0.0936
CUST03605,0.9615
CUST03606,0.9587
CUST03607,0.9216
CUST03608,0.9646
CUST03609,0.9657
CUST03610,0.9586
CUST03611,0.1126
CUST03612,0.9724
CUST03613,0.9588
CUST03614,0.9608
CUST03615,0.9602
CUST03616,0.1215
CUST03617,0.082
CUST03618,0.9464
CUST03619,0.955
CUST03620,0.0974
CUST03621,0.9564
CUST03622,0.996
CUST03623,0.9471
CUST03624,0.9654
CUST03625,0.1304
CUST03626,0.9581
CUST03627,0.0617
CUST03628,0.9695
CUST03629,0.946
CUST03630,0.9531
CUST03631,0.9545
CUST03632,0.9551
CUST03633,0.9583
CUST03634,0.9543
CUST03635,0.9598
CUST03636,0.9633
CUST03637,0.9539
CUST03638,0.9634
CUST03639,0.9539
CUST03640,0.9936
CUST03641,0.0794
CUST03642,0.9541
CUST03643,0.0996
CUST03644,0.1149
CUST03645,0.0698
CUST03646,0.1034
CUST03647,0.1061
CUST03648,0.9511
CUST03649,0.9703
CUST03650,0.941
CUST03651,0.9598
CUST03652,0.9643
CUST03653,0.947
CUST03654,0.0607
CUST03655,0.9429
CUST03656,0.0773
CUST03657,0.9942
CUST03658,0.9568
CUST03659,0.1035
CUST03660,0.9571
CUST03661,0.933
CUST03662,0.9489
CUST03663,0.9962
CUST03664,0.9479
CUST03665,0.0904
CUST03666,0.9641
CUST03667,0.9609
CUST03668,0.9937
CUST03669,0.9652
CUST03670,0.0918
CUST03671,0.0554
CUST03672,0.9579
CUST03673,0.9505
CUST03674,0.9627
CUST03675,0.9974
CUST03676,0.0946
CUST03677,0.9567
CUST03678,0.0598
CUST03679,0.0715
CUST03680,0.9626
CUST03681,0.9605
CUST03682,0.9559
CUST03683,0.9511
CUST03684,0.9673
CUST03685,0.95
CUST03686,0.9384
CUST03687,0.0821
CUST03688,0.9683
CUST03689,0.0974
CUST03690,0.1092
CUST03691,0.9742
CUST03692,0.965
CUST03693,0.9566
CUST03694,0.9415
CUST03695,0.9591
CUST03696,0.1363
CUST03697,0.9726
CUST03698,0.962
CUST03699,0.956
CUST03700,0.9472
CUST03701,0.962
CUST03702,0.962
CUST03703,0.1339
CUST03704,0.9564
CUST03705,0.9498
CUST03706,0.0917
CUST03707,0.0925
CUST03708,0.1168
CUST03709,0.114
CUST03710,0.1175
CUST03711,0.9613
CUST03712,0.0896
CUST03713,0.9604
CUST03714,0.9593
CUST03715,0.087
CUST03716,0.9752
CUST03717,0.0812
CUST03718,0.0685
CUST03719,0.1185
CUST03720,0.9676
CUST03721,0.0989
CUST03722,0.9546
CUST03723,0.9695
CUST03724,0.9516
CUST03725,0.9519
CUST03726,0.9453
CUST03727,0.9601
CUST03728,0.9916
CUST03729,0.1036
CUST03730,0.1117
CUST03731,0.9989
CUST03732,0.9976
CUST03733,0.9499
CUST03734,0.9533
CUST03735,0.9435
CUST03736,0.9587
CUST03737,0.9533
CUST03738,0.961
CUST03739,0.0769
CUST03740,0.958
CUST03741,0.9608
CUST03742,0.9278
CUST03743,0.958
CUST03744,0.9517
CUST03745,0.9565
CUST03746,0.9501
CUST03747,0.1375
CUST03748,0.952
CUST03749,0.9614
CUST03750,0.9517
CUST03751,0.0883
CUST03752,0.1082
CUST03753,0.9507
CUST03754,0.9532
CUST03755,0.1132
CUST03756,0.9515
CUST03757,0.9579
CUST03758,0.0766
CUST03759,0.1054
CUST03760,0.9946
CUST03761,0.9571
CUST03762,0.09
CUST03763,0.0882
CUST03764,0.9547
CUST03765,0.9422
CUST03766,0.1079
CUST03767,0.956
CUST03768,0.9537
CUST03769,0.9569
CUST03770,0.9628
CUST03771,0.9613
CUST03772,0.073
CUST03773,0.0747
CUST03774,0.0821
CUST03775,0.9594
CUST03776,0.948
CUST03777,0.9588
CUST03778,0.9559
CUST03779,0.0829
CUST03780,0.9559
CUST03781,0.9499
CUST03782,0.9552
CUST03783,0.9551
CUST03784,0.9576
CUST03785,0.9573
CUST03786,0.1006
CUST03787,0.1038
CUST03788,0.1058
CUST03789,0.9514
CUST03790,0.9642
CUST03791,0.1212
CUST03792,0.0906
CUST03793,0.9597
CUST03794,0.9675
CUST03795,0.0817
CUST03796,0.9694
CUST03797,0.0677
CUST03798,0.968
CUST03799,0.9637
CUST03800,0.9668
CUST03801,0.9398
CUST03802,1.0
CUST03803,0.0484
CUST03804,0.9528
CUST03805,0.0708
CUST03806,0.0684
CUST03807,0.9611
CUST03808,0.098
CUST03809,0.9606
CUST03810,0.9496
CUST03811,0.9463
CUST03812,0.1064
CUST03813,0.9534
CUST03814,0.9503
CUST03815,0.9922
CUST03816,0.9492
CUST03817,0.9564
CUST03818,0.965
CUST03819,0.9589
CUST03820,0.9579
CUST03821,0.9421
CUST03822,0.9577
CUST03823,0.9557
CUST03824,0.0772
CUST03825,0.0796
CUST03826,0.9496
CUST03827,0.1156
CUST03828,0.9557
CUST03829,0.953
CUST03830,0.9623
CUST03831,0.0624
CUST03832,0.9437
CUST03833,0.9618
CUST03834,0.1411
CUST03835,0.9646
CUST03836,0.9957
CUST03837,0.9955
CUST03838,0.9468
CUST03839,0.9654
CUST03840,0.9553
CUST03841,0.966
CUST03842,0.9497
CUST03843,0.9972
CUST03844,0.0693
CUST03845,0.9598
CUST03846,0.9933
CUST03847,0.9973
